sID,Bangla,IPA,Dekhabet,Tokens
16956,"তুই কী করতে চাস""",t̪ui ki kor.t̪e caʃ ,tui ki korte chash ,"[11, 5, 3, 0, 18, 3, 0, 18, 4, 16, 11, 2, 0, 20, 1, 21, 0]"
16965,সবার আগে জয়ন্ত,ʃɔ.bar a.ge ɟɔj.on.t̪o ,shobar age joeonto ,"[21, 4, 8, 1, 16, 0, 1, 6, 2, 0, 12, 4, 2, 4, 15, 11, 4, 0]"
16968,সবার পিছনে নিয়াজ,ʃɔ.bar pi.cʰo.ne ni.jaɟ ,shobar pichhone nieaj ,"[21, 4, 8, 1, 16, 0, 7, 3, 20, 9, 4, 15, 2, 0, 15, 3, 2, 1, 12, 0]"
16976,"না, কিছু হয়নি""",na ki.cʰu hɔj.ni ,na kichhu hoeni ,"[15, 1, 0, 18, 3, 20, 9, 5, 0, 9, 4, 2, 15, 3, 0]"
16982,"তোর মনের ভুল""",t̪or mo.ner bʰul ,tor moner bhul ,"[11, 4, 16, 0, 14, 4, 15, 2, 16, 0, 8, 9, 5, 13, 0]"
16988,"আগে কখনো দরকার পড়েনি""",a.ge kɔ.kʰo.no d̪ɔr.kar pɔ.ɾe.ni ,age kokhono dorkar poreni ,"[1, 6, 2, 0, 18, 4, 18, 9, 4, 15, 4, 0, 17, 4, 16, 18, 1, 16, 0, 7, 4, 16, 2, 15, 3, 0]"
16996,"দেখেছিস, আমি বলেছি না""",d̪e.kʰe.cʰiʃ a.mi bo.le.cʰi na ,dekhechhish ami bolechhi na ,"[17, 2, 18, 9, 2, 20, 9, 3, 21, 0, 1, 14, 3, 0, 8, 4, 13, 2, 20, 9, 3, 0, 15, 1, 0]"
16999,"ইংরেজিতে বলে উইজল""",iŋ.re.ɟi.t̪e bo.le ui.ɟɔl ,ingrejite bole uijol ,"[3, 19, 16, 2, 12, 3, 11, 2, 0, 8, 4, 13, 2, 0, 5, 3, 12, 4, 13, 0]"
17001,"বেজি""",be.ɟi ,beji ,"[8, 2, 12, 3, 0]"
17002,"হ্যাঁ""",hã ,ha ,"[9, 1, 0]"
17006,"তার একটা পোষা বেজি ছিল""",t̪ar æk.ta po.ʃa be.ɟi cʰi.lo ,tar ekta posha beji chhilo ,"[11, 1, 16, 0, 2, 18, 11, 1, 0, 7, 4, 21, 1, 0, 8, 2, 12, 3, 0, 20, 9, 3, 13, 4, 0]"
17008,অসম্ভব হিংস্র প্রাণী,ɔ.ʃɔm.bʰɔb hiŋs.sro pra.ni ,oshombhob hingssro prani ,"[4, 21, 4, 14, 8, 9, 4, 8, 0, 9, 3, 19, 10, 10, 16, 4, 0, 7, 16, 1, 15, 3, 0]"
17009,কিন্তু সাইজটা বেড়ালের মতো,kin.t̪u sa.iɟ.ta be.ɾa.ler mɔ.t̪o ,kintu saijta beraler moto ,"[18, 3, 15, 11, 5, 0, 10, 1, 3, 12, 11, 1, 0, 8, 2, 16, 1, 13, 2, 16, 0, 14, 4, 11, 4, 0]"
17013,ফাজলেমি করবি না,pʰaɟ.le.mi kor.bi na ,phajlemi korbi na ,"[7, 9, 1, 12, 13, 2, 14, 3, 0, 18, 4, 16, 8, 3, 0, 15, 1, 0]"
17014,"বাঁশ দিয়ে মাথায় একটা বসিয়ে দেব""",bãʃ d̪i.e ma.t̪ʰaj æk.ta bo.ʃi.je d̪e.bo ,bash die mathae ekta boshiee debo ,"[8, 1, 21, 0, 17, 3, 2, 0, 14, 1, 11, 9, 1, 2, 0, 2, 18, 11, 1, 0, 8, 4, 21, 3, 2, 2, 0, 17, 2, 8, 4, 0]"
17015,ঠিক আছে ফাজলামি করব না,tʰik a.cʰe pʰaɟ.la.mi kor.bo na ,thik achhe phajlami korbo na ,"[11, 9, 3, 18, 0, 1, 20, 9, 2, 0, 7, 9, 1, 12, 13, 1, 14, 3, 0, 18, 4, 16, 8, 4, 0, 15, 1, 0]"
17017,বুঝতে পারছে না,buɟʰ.t̪e par.cʰe na ,bujhte parchhe na ,"[8, 5, 12, 9, 11, 2, 0, 7, 1, 16, 20, 9, 2, 0, 15, 1, 0]"
17018,বেজি হচ্ছে বেজি,be.ɟi hoc.cʰe be.ɟi ,beji hochchhe beji ,"[8, 2, 12, 3, 0, 9, 4, 20, 20, 9, 2, 0, 8, 2, 12, 3, 0]"
17020,"তাহলে পালিয়ে যাচ্ছে না কেন""",t̪a.ho.le pa.li.je ɟac.cʰe na kæ.no ,tahole paliee jachchhe na keno ,"[11, 1, 9, 4, 13, 2, 0, 7, 1, 13, 3, 2, 2, 0, 12, 1, 20, 20, 9, 2, 0, 15, 1, 0, 18, 2, 15, 4, 0]"
17022,"এত কৌতূহল কেন""",æ.t̪o kou.t̪u.hɔl kæ.no ,eto koutuhol keno ,"[2, 11, 4, 0, 18, 4, 5, 11, 5, 9, 4, 13, 0, 18, 2, 15, 4, 0]"
17024,"না, তা বলছি না""",na t̪a bol.cʰi na ,na ta bolchhi na ,"[15, 1, 0, 11, 1, 0, 8, 4, 13, 20, 9, 3, 0, 15, 1, 0]"
17032,"তোর বেজি পালিয়েছে""",t̪or be.ɟi pa.li.je.cʰe ,tor beji palieechhe ,"[11, 4, 16, 0, 8, 2, 12, 3, 0, 7, 1, 13, 3, 2, 2, 20, 9, 2, 0]"
17034,তিনজন আবার হাঁটতে থাকে,t̪in.ɟon a.bar hãt.t̪e t̪ʰa.ke ,tinjon abar hatte thake ,"[11, 3, 15, 12, 4, 15, 0, 1, 8, 1, 16, 0, 9, 1, 11, 11, 2, 0, 11, 9, 1, 18, 2, 0]"
17037,নিয়াজ বলতে পারল না,ni.jaɟ bol.t̪e par.lo na ,nieaj bolte parlo na ,"[15, 3, 2, 1, 12, 0, 8, 4, 13, 11, 2, 0, 7, 1, 16, 13, 4, 0, 15, 1, 0]"
17050,"শৌখিন এবং মালদার""",ʃou.kʰin e.bɔŋ mal.d̪ar ,shoukhin ebong maldar ,"[21, 4, 5, 18, 9, 3, 15, 0, 2, 8, 4, 19, 0, 14, 1, 13, 17, 1, 16, 0]"
17074,"আসলেই বুবি ট্র্যাপ""",a.ʃo.lei bu.bi træp ,asholei bubi trep ,"[1, 21, 4, 13, 2, 3, 0, 8, 5, 8, 3, 0, 11, 16, 2, 7, 0]"
17075,"এখানে বুবি ট্র্যাপ কে বসাবে""",e.kʰa.ne bu.bi træp ke bɔ.ʃa.be ,ekhane bubi trep ke boshabe ,"[2, 18, 9, 1, 15, 2, 0, 8, 5, 8, 3, 0, 11, 16, 2, 7, 0, 18, 2, 0, 8, 4, 21, 1, 8, 2, 0]"
17081,"কোনো কারণ ছাড়াই """,ko.no ka.ron cʰa.ɾai ,kono karon chharai ,"[18, 4, 15, 4, 0, 18, 1, 16, 4, 15, 0, 20, 9, 1, 16, 1, 3, 0]"
17086,"একটু-আধটু ছাল উঠে গেছে""",ek.tu ad̪ʰ.tu cʰal u.tʰe gæ.cʰe ,ektu adhtu chhal uthe gechhe ,"[2, 18, 11, 5, 0, 1, 17, 9, 11, 5, 0, 20, 9, 1, 13, 0, 5, 11, 9, 2, 0, 6, 2, 20, 9, 2, 0]"
17088,"এন্টিসেপটিকের কাজ করবে""",en.ti.sep.ti.ker kaɟ kor.be ,entiseptiker kaj korbe ,"[2, 15, 11, 3, 10, 2, 7, 11, 3, 18, 2, 16, 0, 18, 1, 12, 0, 18, 4, 16, 8, 2, 0]"
17096,"ভেতরে তাকিয়ে দ্যাখ""",bʰe.t̪o.re t̪a.ki.je d̪ækʰ ,bhetore takiee dekh ,"[8, 9, 2, 11, 4, 16, 2, 0, 11, 1, 18, 3, 2, 2, 0, 17, 2, 18, 9, 0]"
17109,"জানি না - তাকিয়ে দ্যাখ""",ɟa.ni na t̪a.ki.je d̪ækʰ ,jani na takiee dekh ,"[12, 1, 15, 3, 0, 15, 1, 0, 11, 1, 18, 3, 2, 2, 0, 17, 2, 18, 9, 0]"
17113,জয়ন্ত মাথা নাড়ল,ɟɔj.on.t̪o ma.t̪ʰa naɾ.lo ,joeonto matha narlo ,"[12, 4, 2, 4, 15, 11, 4, 0, 14, 1, 11, 9, 1, 0, 15, 1, 16, 13, 4, 0]"
17114,আমি আর এখানে এক সেকেন্ডও থাকছি না,a.mi ar e.kʰa.ne æk se.ken.do t̪ʰak.cʰi na ,ami ar ekhane ek sekendo thakchhi na ,"[1, 14, 3, 0, 1, 16, 0, 2, 18, 9, 1, 15, 2, 0, 2, 18, 0, 10, 2, 18, 2, 15, 17, 4, 0, 11, 9, 1, 18, 20, 9, 3, 0, 15, 1, 0]"
17117,"নিয়াজ বলল, কী হল",ni.jaɟ bol.lo ki hɔl ,nieaj bollo ki hol ,"[15, 3, 2, 1, 12, 0, 8, 4, 13, 13, 4, 0, 18, 3, 0, 9, 4, 13, 0]"
17118,"কথা বলছিস না কেন""",kɔ.t̪ʰa bol.cʰiʃ na kæ.no ,kotha bolchhish na keno ,"[18, 4, 11, 9, 1, 0, 8, 4, 13, 20, 9, 3, 21, 0, 15, 1, 0, 18, 2, 15, 4, 0]"
17122,"সাপদের বাসা""",ʃap.d̪er ba.ʃa ,shapder basha ,"[21, 1, 7, 17, 2, 16, 0, 8, 1, 21, 1, 0]"
17125,"গর্তের দেয়ালটা তাকিয়ে দেখ""",gɔr.t̪er d̪e.ja.lɔ.ta t̪a.ki.je d̪æ.kʰo ,gorter deealota takiee dekho ,"[6, 4, 16, 11, 2, 16, 0, 17, 2, 2, 1, 13, 4, 11, 1, 0, 11, 1, 18, 3, 2, 2, 0, 17, 2, 18, 9, 4, 0]"
17134,"সেইজন্যেই তো বুঝতে পারছি না""",ʃei.ɟon.nei t̪o buɟʰ.t̪e par.cʰi na ,sheijonnei to bujhte parchhi na ,"[21, 2, 3, 12, 4, 15, 15, 2, 3, 0, 11, 4, 0, 8, 5, 12, 9, 11, 2, 0, 7, 1, 16, 20, 9, 3, 0, 15, 1, 0]"
17136,তারা গর্ত দিয়ে বের হতে পারে,t̪a.ra gɔrt̪.t̪o d̪i.e ber ho.t̪e pa.re ,tara gortto die ber hote pare ,"[11, 1, 16, 1, 0, 6, 4, 16, 11, 11, 4, 0, 17, 3, 2, 0, 8, 2, 16, 0, 9, 4, 11, 2, 0, 7, 1, 16, 2, 0]"
17137,নিচে গর্ত আছে,ni.ce gɔrt̪.t̪o a.cʰe ,niche gortto achhe ,"[15, 3, 20, 2, 0, 6, 4, 16, 11, 11, 4, 0, 1, 20, 9, 2, 0]"
17147,"কিন্তু এটা একটা ফ্যানটাসটিক জায়গা""",kin.t̪u e.ta æk.ta pʰæn.tas.tik ɟaj.ga ,kintu eta ekta phentastik jaega ,"[18, 3, 15, 11, 5, 0, 2, 11, 1, 0, 2, 18, 11, 1, 0, 7, 9, 2, 15, 11, 1, 10, 11, 3, 18, 0, 12, 1, 2, 6, 1, 0]"
17149,"ব্যথা তো পাসনি""",bæ.t̪ʰa t̪o paʃ.ni ,betha to pashni ,"[8, 2, 11, 9, 1, 0, 11, 4, 0, 7, 1, 21, 15, 3, 0]"
17150,ব্যাথা না পেলে কী হবে,bæ.t̪ʰa na pe.le ki hɔ.be ,betha na pele ki hobe ,"[8, 2, 11, 9, 1, 0, 15, 1, 0, 7, 2, 13, 2, 0, 18, 3, 0, 9, 4, 8, 2, 0]"
17158,"এখান থেকে বের হ""",e.kʰan t̪ʰe.ke ber hɔ ,ekhan theke ber ho ,"[2, 18, 9, 1, 15, 0, 11, 9, 2, 18, 2, 0, 8, 2, 16, 0, 9, 4, 0]"
17164,"তুই কী বলতে চাইছিস""",t̪ui ki bol.t̪e cai.cʰiʃ ,tui ki bolte chaichhish ,"[11, 5, 3, 0, 18, 3, 0, 8, 4, 13, 11, 2, 0, 20, 1, 3, 20, 9, 3, 21, 0]"
17167,নিয়াজ শ্রাবণীর দিকে তাকাল,ni.jaɟ sra.bo.nir d̪i.ke t̪a.ka.lo ,nieaj srabonir dike takalo ,"[15, 3, 2, 1, 12, 0, 10, 16, 1, 8, 4, 15, 3, 16, 0, 17, 3, 18, 2, 0, 11, 1, 18, 1, 13, 4, 0]"
17176,"ওয়ার্ড অব অনার""",o.jard ɔ.bo ɔ.nar ,oeard obo onar ,"[4, 2, 1, 16, 17, 0, 4, 8, 4, 0, 4, 15, 1, 16, 0]"
17181,কিন্তু বল্টু প্রায় উড়ে যাচ্ছে,kin.t̪u bol.tu praj u.ɾe ɟac.cʰe ,kintu boltu prae ure jachchhe ,"[18, 3, 15, 11, 5, 0, 8, 4, 13, 11, 5, 0, 7, 16, 1, 2, 0, 5, 16, 2, 0, 12, 1, 20, 20, 9, 2, 0]"
17184,রানা হাত বের করে আছে,ra.na hat̪ ber ko.re a.cʰe ,rana hat ber kore achhe ,"[16, 1, 15, 1, 0, 9, 1, 11, 0, 8, 2, 16, 0, 18, 4, 16, 2, 0, 1, 20, 9, 2, 0]"
17192,বেগ ক্রমেই বাড়ছে,beg kro.mei baɾ.cʰe ,beg kromei barchhe ,"[8, 2, 6, 0, 18, 16, 4, 14, 2, 3, 0, 8, 1, 16, 20, 9, 2, 0]"
17204,তবে তিনি হাত নাড়লেন,t̪ɔ.be t̪i.ni hat̪ naɾ.len ,tobe tini hat narlen ,"[11, 4, 8, 2, 0, 11, 3, 15, 3, 0, 9, 1, 11, 0, 15, 1, 16, 13, 2, 15, 0]"
17210,তিনি অল্পতেই কাঁদেন,t̪i.ni ɔl.po.t̪ei kã.d̪en ,tini olpotei kaden ,"[11, 3, 15, 3, 0, 4, 13, 7, 4, 11, 2, 3, 0, 18, 1, 17, 2, 15, 0]"
17213,আজ এসএসসি দিচ্ছে,aɟ es.es.si d̪ic.cʰe ,aj esessi dichchhe ,"[1, 12, 0, 2, 10, 2, 10, 10, 3, 0, 17, 3, 20, 20, 9, 2, 0]"
17214,"দু’দিন পরে বিয়ে দিতে হবে""",d̪u d̪in pɔ.re bie d̪i.t̪e hɔ.be ,du din pore bie dite hobe ,"[17, 5, 0, 17, 3, 15, 0, 7, 4, 16, 2, 0, 8, 3, 2, 0, 17, 3, 11, 2, 0, 9, 4, 8, 2, 0]"
17219,পরীক্ষা পাসের উপহার,po.rik.kʰa pa.ʃer u.po.har ,porikkha pasher upohar ,"[7, 4, 16, 3, 18, 18, 9, 1, 0, 7, 1, 21, 2, 16, 0, 5, 7, 4, 9, 1, 16, 0]"
17220,মুনার জীবনের প্রথম শাড়ি,mu.nar ɟi.bo.ner pro.t̪ʰom ʃa.ɾi ,munar jiboner prothom shari ,"[14, 5, 15, 1, 16, 0, 12, 3, 8, 4, 15, 2, 16, 0, 7, 16, 4, 11, 9, 4, 14, 0, 21, 1, 16, 3, 0]"
17229,কেউ কথা বলছে না,keu kɔ.t̪ʰa bol.cʰe na ,keu kotha bolchhe na ,"[18, 2, 5, 0, 18, 4, 11, 9, 1, 0, 8, 4, 13, 20, 9, 2, 0, 15, 1, 0]"
17234,বড় বড় করে নি:শ্বাস নিচ্ছে,bɔ.ɾo bɔ.ɾo ko.re niʃ.ʃaʃ nic.cʰe ,boro boro kore nishshash nichchhe ,"[8, 4, 16, 4, 0, 8, 4, 16, 4, 0, 18, 4, 16, 2, 0, 15, 3, 21, 21, 1, 21, 0, 15, 3, 20, 20, 9, 2, 0]"
17235,সারা মুখে ঘাম,ʃa.ra mu.kʰe gʰam ,shara mukhe gham ,"[21, 1, 16, 1, 0, 14, 5, 18, 9, 2, 0, 6, 9, 1, 14, 0]"
17238,বসার জায়গা আছে,bɔ.ʃar ɟaj.ga a.cʰe ,boshar jaega achhe ,"[8, 4, 21, 1, 16, 0, 12, 1, 2, 6, 1, 0, 1, 20, 9, 2, 0]"
17241,মুনা মেয়েদের দেখতে পারছে না,mu.na me.je.d̪er d̪ekʰ.t̪e par.cʰe na ,muna meeeder dekhte parchhe na ,"[14, 5, 15, 1, 0, 14, 2, 2, 2, 17, 2, 16, 0, 17, 2, 18, 9, 11, 2, 0, 7, 1, 16, 20, 9, 2, 0, 15, 1, 0]"
17245,চুপ করে আছিস কেন,cup ko.re a.cʰiʃ kæ.no ,chup kore achhish keno ,"[20, 5, 7, 0, 18, 4, 16, 2, 0, 1, 20, 9, 3, 21, 0, 18, 2, 15, 4, 0]"
17247,আনসার মি,an.sar mi ,ansar mi ,"[1, 15, 10, 1, 16, 0, 14, 3, 0]"
17249,মুনা কিছু বলল না,mu.na ki.cʰu bol.lo na ,muna kichhu bollo na ,"[14, 5, 15, 1, 0, 18, 3, 20, 9, 5, 0, 8, 4, 13, 13, 4, 0, 15, 1, 0]"
17257,মুখ সেলাই করে রেখেছিস কেন,mukʰ ʃe.lai ko.re re.kʰe.cʰiʃ kæ.no ,mukh shelai kore rekhechhish keno ,"[14, 5, 18, 9, 0, 21, 2, 13, 1, 3, 0, 18, 4, 16, 2, 0, 16, 2, 18, 9, 2, 20, 9, 3, 21, 0, 18, 2, 15, 4, 0]"
17261,বেঁচে আছি',bẽ.ce a.cʰi ,beche achhi ,"[8, 2, 20, 2, 0, 1, 20, 9, 3, 0]"
17262,ভাগ্যক্রমে বেঁচে আছিস,bʰag.gok.kro.me bẽ.ce a.cʰiʃ ,bhaggokkrome beche achhish ,"[8, 9, 1, 6, 6, 4, 18, 18, 16, 4, 14, 2, 0, 8, 2, 20, 2, 0, 1, 20, 9, 3, 21, 0]"
17263,কেন উঠলি এখন বল',kæ.no utʰ.li æ.kʰon bɔl ,keno uthli ekhon bol ,"[18, 2, 15, 4, 0, 5, 11, 9, 13, 3, 0, 2, 18, 9, 4, 15, 0, 8, 4, 13, 0]"
17265,জানলে বলতাম,ɟan.le bol.t̪am ,janle boltam ,"[12, 1, 15, 13, 2, 0, 8, 4, 13, 11, 1, 14, 0]"
17266,ঝোঁকের মাথায় উঠেছি,ɟʰõ.ker ma.t̪ʰaj u.tʰe.cʰi ,jhoker mathae uthechhi ,"[12, 9, 4, 18, 2, 16, 0, 14, 1, 11, 9, 1, 2, 0, 5, 11, 9, 2, 20, 9, 3, 0]"
17267,এখন আমাকে কী করতে হবে,æ.kʰon a.ma.ke ki kor.t̪e hɔ.be ,ekhon amake ki korte hobe ,"[2, 18, 9, 4, 15, 0, 1, 14, 1, 18, 2, 0, 18, 3, 0, 18, 4, 16, 11, 2, 0, 9, 4, 8, 2, 0]"
17268,ক্ষমা চাইতে হবে,kʰɔ.ma cai.t̪e hɔ.be ,khoma chaite hobe ,"[18, 9, 4, 14, 1, 0, 20, 1, 3, 11, 2, 0, 9, 4, 8, 2, 0]"
17269,কার কাছে ক্ষমা চাইব,kar ka.cʰe kʰɔ.ma cai.bo ,kar kachhe khoma chaibo ,"[18, 1, 16, 0, 18, 1, 20, 9, 2, 0, 18, 9, 4, 14, 1, 0, 20, 1, 3, 8, 4, 0]"
17270,"তোমাদের কাছে, না ট্রেনের কাছে""",t̪o.ma.d̪er ka.cʰe na tre.ner ka.cʰe ,tomader kachhe na trener kachhe ,"[11, 4, 14, 1, 17, 2, 16, 0, 18, 1, 20, 9, 2, 0, 15, 1, 0, 11, 16, 2, 15, 2, 16, 0, 18, 1, 20, 9, 2, 0]"
17271,কথা ঘোরাচ্ছিস কেন,kɔ.t̪ʰa gʰo.rac.cʰiʃ kæ.no ,kotha ghorachchhish keno ,"[18, 4, 11, 9, 1, 0, 6, 9, 4, 16, 1, 20, 20, 9, 3, 21, 0, 18, 2, 15, 4, 0]"
17272,স্ট্রেইট কথার স্ট্রেইট জবাব দে',stre.it kɔ.t̪ʰar stre.it ɟɔ.bab d̪e ,streit kothar streit jobab de ,"[10, 11, 16, 2, 3, 11, 0, 18, 4, 11, 9, 1, 16, 0, 10, 11, 16, 2, 3, 11, 0, 12, 4, 8, 1, 8, 0, 17, 2, 0]"
17276,"মুনা, তুমি এখানে বসো""",mu.na t̪u.mi e.kʰa.ne bɔ.ʃo ,muna tumi ekhane bosho ,"[14, 5, 15, 1, 0, 11, 5, 14, 3, 0, 2, 18, 9, 1, 15, 2, 0, 8, 4, 21, 4, 0]"
17277,"""‌আমি বসব না""",a.mi boʃ.bo na ,ami boshbo na ,"[1, 14, 3, 0, 8, 4, 21, 8, 4, 0, 15, 1, 0]"
17278,‌বসবে না কেন',boʃ.be na kæ.no ,boshbe na keno ,"[8, 4, 21, 8, 2, 0, 15, 1, 0, 18, 2, 15, 4, 0]"
17279,আমি তেজগাঁ স্টেশনে নেমে যাব,a.mi t̪æɟ.gã ste.ʃɔn ne.me ɟa.bo ,ami tejga steshon neme jabo ,"[1, 14, 3, 0, 11, 2, 12, 6, 1, 0, 10, 11, 2, 21, 4, 15, 0, 15, 2, 14, 2, 0, 12, 1, 8, 4, 0]"
17282,এই ট্রেনটা তেজগাঁ থামে না,ei tren.ta t̪æɟ.gã t̪ʰa.me na ,ei trenta tejga thame na ,"[2, 3, 0, 11, 16, 2, 15, 11, 1, 0, 11, 2, 12, 6, 1, 0, 11, 9, 1, 14, 2, 0, 15, 1, 0]"
17283,"ফাস্ট স্টপেজ ভৈরব""",pʰast stɔ.peɟ bʰoi.rɔb ,phast stopej bhoirob ,"[7, 9, 1, 10, 11, 0, 10, 11, 4, 7, 2, 12, 0, 8, 9, 4, 3, 16, 4, 8, 0]"
17290,আমি উল্টা-পাল্টা ইংরেজি বলি',a.mi ul.ta pal.ta iŋ.re.ɟi bo.li ,ami ulta palta ingreji boli ,"[1, 14, 3, 0, 5, 13, 11, 1, 0, 7, 1, 13, 11, 1, 0, 3, 19, 16, 2, 12, 3, 0, 8, 4, 13, 3, 0]"
17292,আর অকারণে ধমক দাও,ar ɔ.ka.ro.ne d̪ʰɔ.mok d̪a.o ,ar okarone dhomok dao ,"[1, 16, 0, 4, 18, 1, 16, 4, 15, 2, 0, 17, 9, 4, 14, 4, 18, 0, 17, 1, 4, 0]"
17293,শুধু শুধু আমাকে ধমকাচ্ছ কেন,ʃu.d̪ʰu ʃu.d̪ʰu a.ma.ke d̪ʰɔm.kac.cʰo kæ.no ,shudhu shudhu amake dhomkachchho keno ,"[21, 5, 17, 9, 5, 0, 21, 5, 17, 9, 5, 0, 1, 14, 1, 18, 2, 0, 17, 9, 4, 14, 18, 1, 20, 20, 9, 4, 0, 18, 2, 15, 4, 0]"
17294,আমি কী করেছি',a.mi ki ko.re.cʰi ,ami ki korechhi ,"[1, 14, 3, 0, 18, 3, 0, 18, 4, 16, 2, 20, 9, 3, 0]"
17296,"বলেছি তো, নেমে যাব",bo.le.cʰi t̪o ne.me ɟa.bo ,bolechhi to neme jabo ,"[8, 4, 13, 2, 20, 9, 3, 0, 11, 4, 0, 15, 2, 14, 2, 0, 12, 1, 8, 4, 0]"
17297,বলার পরেও ধমকাচ্ছ কেন',bɔ.lar pɔ.re.o d̪ʰɔm.kac.cʰo kæ.no ,bolar poreo dhomkachchho keno ,"[8, 4, 13, 1, 16, 0, 7, 4, 16, 2, 4, 0, 17, 9, 4, 14, 18, 1, 20, 20, 9, 4, 0, 18, 2, 15, 4, 0]"
17298,মুনার গলা ভারী হয়ে এল,mu.nar gɔ.la bʰa.ri ho.je e.lo ,munar gola bhari hoee elo ,"[14, 5, 15, 1, 16, 0, 6, 4, 13, 1, 0, 8, 9, 1, 16, 3, 0, 9, 4, 2, 2, 0, 2, 13, 4, 0]"
17300,অয়ন ভাই দেখে ফেলছে না তো,ɔj.on bʰai d̪e.kʰe pʰel.cʰe na t̪o ,oeon bhai dekhe phelchhe na to ,"[4, 2, 4, 15, 0, 8, 9, 1, 3, 0, 17, 2, 18, 9, 2, 0, 7, 9, 2, 13, 20, 9, 2, 0, 15, 1, 0, 11, 4, 0]"
17302,"যা ভয় করেছিল, তাই",ɟa bʰɔj ko.re.cʰi.lo t̪ai ,ja bhoe korechhilo tai ,"[12, 1, 0, 8, 9, 4, 2, 0, 18, 4, 16, 2, 20, 9, 3, 13, 4, 0, 11, 1, 3, 0]"
17307,স্টপ ক্রাইং,stɔp kra.iŋ ,stop kraing ,"[10, 11, 4, 7, 0, 18, 16, 1, 3, 19, 0]"
17308,"শেষে ধাবড়া খাবি""",ʃe.ʃe d̪ʰab.ɾa kʰa.bi ,sheshe dhabra khabi ,"[21, 2, 21, 2, 0, 17, 9, 1, 8, 16, 1, 0, 18, 9, 1, 8, 3, 0]"
17310,ট্রেনের গতি কমে আসছে,tre.ner go.t̪i kɔ.me aʃ.cʰe ,trener goti kome ashchhe ,"[11, 16, 2, 15, 2, 16, 0, 6, 4, 11, 3, 0, 18, 4, 14, 2, 0, 1, 21, 20, 9, 2, 0]"
17311,তেজগাঁ চলে এল বোধহয়,t̪æɟ.gã cɔ.le e.lo bod̪ʰ.hɔj ,tejga chole elo bodhhoe ,"[11, 2, 12, 6, 1, 0, 20, 4, 13, 2, 0, 2, 13, 4, 0, 8, 4, 17, 9, 9, 4, 2, 0]"
17313,মুনা দরজার দিকে এগুচ্ছে,mu.na d̪ɔr.ɟar d̪i.ke e.guc.cʰe ,muna dorjar dike eguchchhe ,"[14, 5, 15, 1, 0, 17, 4, 16, 12, 1, 16, 0, 17, 3, 18, 2, 0, 2, 6, 5, 20, 20, 9, 2, 0]"
17315,মুনা জবাব দিল না,mu.na ɟɔ.bab d̪il na ,muna jobab dil na ,"[14, 5, 15, 1, 0, 12, 4, 8, 1, 8, 0, 17, 3, 13, 0, 15, 1, 0]"
17316,আনুশকা উঠে এল,a.nuʃ.ka u.tʰe e.lo ,anushka uthe elo ,"[1, 15, 5, 21, 18, 1, 0, 5, 11, 9, 2, 0, 2, 13, 4, 0]"
17318,"তুমিও আমাদের সঙ্গে যাচ্ছ""",t̪u.mi.o a.ma.d̪er ʃɔŋ.ge ɟac.cʰo ,tumio amader shongge jachchho ,"[11, 5, 14, 3, 4, 0, 1, 14, 1, 17, 2, 16, 0, 21, 4, 19, 6, 2, 0, 12, 1, 20, 20, 9, 4, 0]"
17321,আমি কী করব,a.mi ki kor.bo ,ami ki korbo ,"[1, 14, 3, 0, 18, 3, 0, 18, 4, 16, 8, 4, 0]"
17322,"আমি কার সঙ্গে গল্প করব""",a.mi kar ʃɔŋ.ge gɔl.po kor.bo ,ami kar shongge golpo korbo ,"[1, 14, 3, 0, 18, 1, 16, 0, 21, 4, 19, 6, 2, 0, 6, 4, 13, 7, 4, 0, 18, 4, 16, 8, 4, 0]"
17326,"আপা, আপনি চুপ করুন তো'",a.pa ap.ni cup ko.run t̪o ,apa apni chup korun to ,"[1, 7, 1, 0, 1, 7, 15, 3, 0, 20, 5, 7, 0, 18, 4, 16, 5, 15, 0, 11, 4, 0]"
17327,"বেশ, চুপ করলাম",beʃ cup kor.lam ,besh chup korlam ,"[8, 2, 21, 0, 20, 5, 7, 0, 18, 4, 16, 13, 1, 14, 0]"
17328,তুমিও শান্ত বয়ে বসো,t̪u.mi.o ʃan.t̪o bɔ.je bɔ.ʃo ,tumio shanto boee bosho ,"[11, 5, 14, 3, 4, 0, 21, 1, 15, 11, 4, 0, 8, 4, 2, 2, 0, 8, 4, 21, 4, 0]"
17330,বসবে আমার পাশে',boʃ.be a.mar pa.ʃe ,boshbe amar pashe ,"[8, 4, 21, 8, 2, 0, 1, 14, 1, 16, 0, 7, 1, 21, 2, 0]"
17332,মুনা করিডোর ধরে এগুচ্ছে,mu.na ko.ri.dor d̪ʰɔ.re e.guc.cʰe ,muna koridor dhore eguchchhe ,"[14, 5, 15, 1, 0, 18, 4, 16, 3, 17, 4, 16, 0, 17, 9, 4, 16, 2, 0, 2, 6, 5, 20, 20, 9, 2, 0]"
17333,রানা যাচ্ছে তার পেছনে পেছনে,ra.na ɟac.cʰe t̪ar pe.cʰo.ne pe.cʰo.ne ,rana jachchhe tar pechhone pechhone ,"[16, 1, 15, 1, 0, 12, 1, 20, 20, 9, 2, 0, 11, 1, 16, 0, 7, 2, 20, 9, 4, 15, 2, 0, 7, 2, 20, 9, 4, 15, 2, 0]"
