Bangla,IPA,CMUBETs
"এছাড়া টপিং, টিপিঙের মধ্যে আছে চকোলেট ওয়াফেল কোন ২০ টাকা, এক্সট্রা নাট ১০ টাকা, ওয়াফেল কোন ১০ টাকা, হট টপিং ও কোল্ড টপিং যথাক্রমে ২০ টাকা ও ১৫ টাকা",e.cʰa.ɾa tɔ.piŋ ti.pi.ŋer mod̪.d̪ʰe a.cʰe cɔ.ko.let o.ja.pʰel kon biʃ ta.ka eks.tra nat d̪ɔʃ ta.ka o.ja.pʰel kon d̪ɔʃ ta.ka hɔ.to tɔ.piŋ o kold tɔ.piŋ ɟɔ.t̪ʰak.kro.me biʃ ta.ka o pɔ.ne.ro ta.ka ,EY AA DX AA SIL T AO P IH NG SIL T IH P IH NG EY R SIL M OW D D EY SIL AA EY SIL AO K OW L EY T SIL OW Y AA P EY L SIL K OW N SIL B IH SH SIL T AA K AA SIL EY K S T R AA SIL N AA T SIL D AO SH SIL T AA K AA SIL OW Y AA P EY L SIL K OW N SIL D AO SH SIL T AA K AA SIL HH AO T OW SIL T AO P IH NG SIL OW SIL K OW L D SIL T AO P IH NG SIL JH AO T AA K K R OW M EY SIL B IH SH SIL T AA K AA SIL OW SIL P AO N EY R OW SIL T AA K AA
আকর্ষণীয় কিছু আইটেমের মধ্যে রেগুলার মকটেল লার্জ মকটেল যথাক্রমে ১৩০ ও ১৯০ টাকা,a.kɔrʃ.ʃo.ni.o ki.cʰu ai.te.mer mod̪.d̪ʰe re.gu.lar mɔk.tel larɟ mɔk.tel ɟɔ.t̪ʰak.kro.me æk.ʃo t̪riʃ o æk.ʃo nob.boi ta.ka ,AA K AO R SH SH OW N IH OW SIL K IH UW SIL AA IH T EY M EY R SIL M OW D D EY SIL R EY UW L AA R SIL M AO K T EY L SIL L AA R JH SIL M AO K T EY L SIL JH AO T AA K K R OW M EY SIL AE K SH OW SIL T R IH SH SIL OW SIL AE K SH OW SIL N OW B B OW IH SIL T AA K AA
রেগুলার মিল্কশেক ও লার্জ মিল্ক শেকের দাম একই,re.gu.lar milk.ʃek o larɟ milk ʃe.ker d̪am æk.i ,R EY UW L AA R SIL M IH L K SH EY K SIL OW SIL L AA R JH SIL M IH L K SIL SH EY K EY R SIL D AA M SIL AE K IH
ফোন : ৮৮৩৭৩৪৩,pʰon at at t̪in ʃat̪ t̪in car t̪in ,P OW N SIL AA T SIL AA T SIL T IH N SIL SH AA T SIL T IH N SIL AA R SIL T IH N
এন্ডারস্যান : ডেনমার্কের বিখ্যাত আইসক্রিম ব্র্যান্ড এন্ডারস্যান,æn.dar.sæn den.mar.ker bik.kʰæ.t̪o a.is.krim brænd æn.dar.sæn ,AE N D AA R S AE N SIL D EY N M AA R K EY R SIL B IH K K AE T OW SIL AA IH S K R IH M SIL B R AE N D SIL AE N D AA R S AE N
ঢাকায় এই ব্র্যান্ডের মোট চারটি আইসক্রিম শপ আছে,dʰa.kaj ei bræn.der mot car.ti a.is.krim ʃɔp a.cʰe ,D AA K AA Y SIL EY IH SIL B R AE N D EY R SIL M OW T SIL AA R T IH SIL AA IH S K R IH M SIL SH AO P SIL AA EY
"ধানমণ্ডি ৩/এ, গুলশান-১, উত্তরা-৭ এবং শান্তিনগর আল আমিন টাওয়ারে শাখাগুলো অবস্থিত",d̪ʰan.mon.di t̪in er e gul.ʃan æk ut̪.t̪o.ra ʃat̪ e.bɔŋ ʃan.t̪i.nɔ.gor al a.min ta.o.ja.re ʃa.kʰa.gu.lo ɔ.bos.t̪ʰi.t̪o ,D AA N M OW N D IH SIL T IH N SIL EY R SIL EY SIL UW L SH AA N SIL AE K SIL UW T T OW R AA SIL SH AA T SIL EY B AO NG SIL SH AA N T IH N AO OW R SIL AA L SIL AA M IH N SIL T AA OW Y AA R EY SIL SH AA K AA UW L OW SIL AO B OW S T IH T OW
"এন্ডারস্যান কর্তৃপক্ষ জানায়, তারা ১৭টিরও অধিক ফ্লেভার বাংলাদেশে পরিবেশন করে",æn.dar.sæn kort̪.t̪ri.pok.kʰo ɟa.naj t̪a.ra ʃɔ.t̪e.ro tir.o o.d̪ʰik pʰle.bʰar baŋ.la.d̪e.ʃe po.ri.be.ʃɔn ko.re ,AE N D AA R S AE N SIL K OW R T T R IH P OW K K OW SIL JH AA N AA Y SIL T AA R AA SIL SH AO T EY R OW SIL T IH R OW SIL OW D IH K SIL P L EY B AA R SIL B AA NG L AA D EY SH EY SIL P OW R IH B EY SH AO N SIL K OW R EY
এন্ডারস্যানের সিঙ্গেল স্কুপ ৯০ টাকা এবং ডবল স্কুপ ১৭০ টাকা,æn.dar.sæ.ner siŋ.gel skup nob.boi ta.ka e.bɔŋ dɔ.bol skup æk.ʃo ʃot̪.t̪or ta.ka ,AE N D AA R S AE N EY R SIL S IH NG EY L SIL S K UW P SIL N OW B B OW IH SIL T AA K AA SIL EY B AO NG SIL D AO B OW L SIL S K UW P SIL AE K SH OW SIL SH OW T T OW R SIL T AA K AA
এখানে বাইরের অর্ডার নেয়া হয়,e.kʰa.ne bai.rer ɔr.dar ne.a hɔj ,EY K AA N EY SIL B AA IH R EY R SIL AO R D AA R SIL N EY AA SIL HH AO Y
তবে হোম সার্ভিসের ব্যবস্থা নেই,t̪ɔ.be hom sar.bʰi.ser bæ.bos.t̪ʰa nei ,T AO B EY SIL HH OW M SIL S AA R B IH S EY R SIL B AE B OW S T AA SIL N EY IH
বিভিন্ন ফ্লেভারের আইস কেক পাওয়া যায়,bi.bʰin.no pʰle.bʰa.rer ais kek pao.a ɟaj ,B IH B IH N N OW SIL P L EY B AA R EY R SIL AA IH S SIL K EY K SIL P AA OW AA SIL JH AA Y
"মিনি আইস কেক ৩৫০ টাকা, লার্জ আইস কেক ১১০০ টাকা",mi.ni ais kek t̪in.ʃo pɔn.caʃ ta.ka larɟ ais kek æk ha.ɟar æk.ʃo ta.ka ,M IH N IH SIL AA IH S SIL K EY K SIL T IH N SH OW SIL P AO N AA SH SIL T AA K AA SIL L AA R JH SIL AA IH S SIL K EY K SIL AE K SIL HH AA JH AA R SIL AE K SH OW SIL T AA K AA
"এন্ডারস্যানের বিভিন্ন আইটেমের মধ্যে উল্লেখযোগ্য কিছু আইটেম হচ্ছে ব্যানানা স্প্যালাশ ২৪০ টাকা, ডিজাইন ব্লেন্ড ২৪০ টাকা, সোফাই আইসক্রিম ২০০ টাকা, স্মোদিয়া ১৫০ টাকা, লার্জ মিল্কশেক ৩০০ টাকা, রেগুলার মিল্কশেক ২০০ টাকা",æn.dar.sæ.ner bi.bʰin.no ai.te.mer mod̪.d̪ʰe ul.lekʰ.ɟog.go ki.cʰu ai.tem hoc.cʰe bæ.na.na spæ.laʃ d̪ui.ʃo col.liʃ ta.ka di.ɟain blend d̪ui.ʃo col.liʃ ta.ka so.pʰai a.is.krim d̪ui.ʃo ta.ka smo.d̪i.a æk.ʃo pɔn.caʃ ta.ka larɟ milk.ʃek t̪in.ʃo ta.ka re.gu.lar milk.ʃek d̪ui.ʃo ta.ka ,AE N D AA R S AE N EY R SIL B IH B IH N N OW SIL AA IH T EY M EY R SIL M OW D D EY SIL UW L L EY K JH OW OW SIL K IH UW SIL AA IH T EY M SIL HH OW EY SIL B AE N AA N AA SIL S P AE L AA SH SIL D UW IH SH OW SIL OW L L IH SH SIL T AA K AA SIL D IH JH AA IH N SIL B L EY N D SIL D UW IH SH OW SIL OW L L IH SH SIL T AA K AA SIL S OW P AA IH SIL AA IH S K R IH M SIL D UW IH SH OW SIL T AA K AA SIL S M OW D IH AA SIL AE K SH OW SIL P AO N AA SH SIL T AA K AA SIL L AA R JH SIL M IH L K SH EY K SIL T IH N SH OW SIL T AA K AA SIL R EY UW L AA R SIL M IH L K SH EY K SIL D UW IH SH OW SIL T AA K AA
এছাড়া হোম প্যাকের ব্যবস্থা আছে,e.cʰa.ɾa hom pæ.ker bæ.bos.t̪ʰa a.cʰe ,EY AA DX AA SIL HH OW M SIL P AE K EY R SIL B AE B OW S T AA SIL AA EY
"সিঙ্গেল হোম প্যাক ৫৮০ টাকা, ডাবল হোম প্যাক ১১০০ টাকা",siŋ.gel hom pæk pãc.ʃo a.ʃi ta.ka da.bɔl hom pæk æk ha.ɟar æk.ʃo ta.ka ,S IH NG EY L SIL HH OW M SIL P AE K SIL P AA SH OW SIL AA SH IH SIL T AA K AA SIL D AA B AO L SIL HH OW M SIL P AE K SIL AE K SIL HH AA JH AA R SIL AE K SH OW SIL T AA K AA
"উল্লেখযোগ্য আরও কিছু আইটেমের মধ্যে আছে ড্যানিশ ফানটা ৪০০ টাকা, বেকার ডিলাইট ২৪০ টাকা",ul.lekʰ.ɟog.go a.ro ki.cʰu ai.te.mer mod̪.d̪ʰe a.cʰe dæ.niʃ pʰan.ta car.ʃo ta.ka be.kar di.lait d̪ui.ʃo col.liʃ ta.ka ,UW L L EY K JH OW OW SIL AA R OW SIL K IH UW SIL AA IH T EY M EY R SIL M OW D D EY SIL AA EY SIL D AE N IH SH SIL P AA N T AA SIL AA R SH OW SIL T AA K AA SIL B EY K AA R SIL D IH L AA IH T SIL D UW IH SH OW SIL OW L L IH SH SIL T AA K AA
"ট্রপিরাশ ২২০ টাকা, দি বেলজিয়াম ২৪০ টাকা এবং ফ্রুটস প্যারা ২২০ টাকা",trɔ.pi.raʃ d̪ui.ʃo biʃ ta.ka d̪i bel.ɟi.jam d̪ui.ʃo col.liʃ ta.ka e.bɔŋ pʰruts pæ.ra d̪ui.ʃo biʃ ta.ka ,T R AO P IH R AA SH SIL D UW IH SH OW SIL B IH SH SIL T AA K AA SIL D IH SIL B EY L JH IH Y AA M SIL D UW IH SH OW SIL OW L L IH SH SIL T AA K AA SIL EY B AO NG SIL P R UW T S SIL P AE R AA SIL D UW IH SH OW SIL B IH SH SIL T AA K AA
"এন্ডারস্যান ধানমণ্ডি শাখার ম্যানেজার সোহেল রানা বলেন, আমরা আইসক্রিম তৈরির উপাদান সরাসরি ডেনমার্ক থেকে আমদানি করি",æn.dar.sæn d̪ʰan.mon.di ʃa.kʰar mæ.ne.ɟar so.hel ra.na bɔ.len am.ra a.is.krim t̪oi.rir u.pa.d̪an ʃɔ.ra.ʃo.ri den.mark t̪ʰe.ke am.d̪a.ni ko.ri ,AE N D AA R S AE N SIL D AA N M OW N D IH SIL SH AA K AA R SIL M AE N EY JH AA R SIL S OW HH EY L SIL R AA N AA SIL B AO L EY N SIL AA M R AA SIL AA IH S K R IH M SIL T OW IH R IH R SIL UW P AA D AA N SIL SH AO R AA SH OW R IH SIL D EY N M AA R K SIL T EY K EY SIL AA M D AA N IH SIL K OW R IH
এখানে শুধু মিক্সিং করা হয় এবং অর্ডারের পর আমরা মিক্সিং করি,e.kʰa.ne ʃu.d̪ʰu mik.siŋ kɔ.ra hɔj e.bɔŋ ɔr.da.rer pɔr am.ra mik.siŋ ko.ri ,EY K AA N EY SIL SH UW D UW SIL M IH K S IH NG SIL K AO R AA SIL HH AO Y SIL EY B AO NG SIL AO R D AA R EY R SIL P AO R SIL AA M R AA SIL M IH K S IH NG SIL K OW R IH
ফলে আমাদের আইসক্রিম একদম ফ্রেশ থাকে,pʰɔ.le a.ma.d̪er a.is.krim æk.d̪om pʰreʃ t̪ʰa.ke ,P AO L EY SIL AA M AA D EY R SIL AA IH S K R IH M SIL AE K D OW M SIL P R EY SH SIL T AA K EY
ফোন : ৯৬৬৯৬৪৯,pʰon nɔj cʰɔj cʰɔj nɔj cʰɔj car nɔj ,P OW N SIL N AO Y SIL AO Y SIL AO Y SIL N AO Y SIL AO Y SIL AA R SIL N AO Y
নজীব পকেট থেকে ম্যাগনেটিক কার্ড বের করে দরজায় প্রবেশ করিয়ে কার্ডটা আবার বের করে নেয়,no.ɟib pɔ.ket t̪ʰe.ke mæ.gɔ.ne.tik kard ber ko.re d̪ɔr.ɟaj pro.beʃ ko.ri.je kard.ta a.bar ber ko.re nej ,N OW JH IH B SIL P AO K EY T SIL T EY K EY SIL M AE AO N EY T IH K SIL K AA R D SIL B EY R SIL K OW R EY SIL D AO R JH AA Y SIL P R OW B EY SH SIL K OW R IH Y EY SIL K AA R D T AA SIL AA B AA R SIL B EY R SIL K OW R EY SIL N EY Y
তারপর দরজার হেণ্ডেল ঘুরিয়ে দরজা খুলে ভিতরে উঁকি দিল,t̪ar.pɔr d̪ɔr.ɟar hæn.del gʰu.ri.je d̪ɔr.ɟa kʰu.le bʰi.t̪o.re ũ.ki d̪il ,T AA R P AO R SIL D AO R JH AA R SIL HH AE N D EY L SIL UW R IH Y EY SIL D AO R JH AA SIL K UW L EY SIL B IH T OW R EY SIL UW K IH SIL D IH L
দৃশ্যটি অনেকবার দেখেছে তারপরেও সে নিজের অজান্তে একবার শিউরে উঠল,d̪riʃ.ʃo.ti ɔ.nek.bar d̪e.kʰe.cʰe t̪ar.pɔ.re.o ʃe ni.ɟer ɔ.ɟan.t̪e æk.bar ʃiu.re utʰ.lo ,D R IH SH SH OW T IH SIL AO N EY K B AA R SIL D EY K EY EY SIL T AA R P AO R EY OW SIL SH EY SIL N IH JH EY R SIL AO JH AA N T EY SIL AE K B AA R SIL SH IH UW R EY SIL UW T L OW
ভেতরে বারোজন বিকলাঙ্গ শিশু,bʰe.t̪o.re ba.ro.ɟon bi.kɔ.laŋ.go ʃi.ʃu ,B EY T OW R EY SIL B AA R OW JH OW N SIL B IH K AO L AA NG OW SIL SH IH SH UW
শরীরের তুলনায় তাদের মাথা অতিকায় এবং অপুষ্ট শরীরের এই বিশাল মাথা বহন করতে একধরনের অমানুষিক পরিশ্রম করতে হয়,ʃo.ri.rer t̪u.lo.naj t̪a.d̪er ma.t̪ʰa o.t̪i.kaj e.bɔŋ ɔ.puʃ.to ʃo.ri.rer ei bi.ʃal ma.t̪ʰa bɔ.hon kor.t̪e æk.d̪ʰɔ.ro.ner ɔ.ma.nu.ʃik po.ris.srom kor.t̪e hɔj ,SH OW R IH R EY R SIL T UW L OW N AA Y SIL T AA D EY R SIL M AA T AA SIL OW T IH K AA Y SIL EY B AO NG SIL AO P UW SH T OW SIL SH OW R IH R EY R SIL EY IH SIL B IH SH AA L SIL M AA T AA SIL B AO HH OW N SIL K OW R T EY SIL AE K D AO R OW N EY R SIL AO M AA N UW SH IH K SIL P OW R IH S S R OW M SIL K OW R T EY SIL HH AO Y
"তাদের লিকলিকে হাত পা, তবে হাতের আঙ্গুলগুলো দীর্ঘ - দেখে মাকড়শার কথা মনে পড়ে যায়",t̪a.d̪er lik.li.ke hat̪ pa t̪ɔ.be ha.t̪er aŋ.gul.gu.lo d̪irg.gʰo d̪e.kʰe ma.koɾ.ʃar kɔ.t̪ʰa mo.ne pɔ.ɾe ɟaj ,T AA D EY R SIL L IH K L IH K EY SIL HH AA T SIL P AA SIL T AO B EY SIL HH AA T EY R SIL AA NG UW L UW L OW SIL D IH R OW SIL D EY K EY SIL M AA K OW DX SH AA R SIL K AO T AA SIL M OW N EY SIL P AO DX EY SIL JH AA Y
কোটরাগত চোখ জ্বলজ্বল করছে,ko.to.ra.gɔ.t̪o cokʰ ɟɔl.ɟɔl kor.cʰe ,K OW T OW R AA AO T OW SIL OW K SIL JH AO L JH AO L SIL K OW R EY
মুখের জায়গায় এক ধরনের গর্ত এবং সেখান থেকে লাল জিভ বের হয়ে আছে,mu.kʰer ɟaj.gaj æk d̪ʰɔ.ro.ner gɔrt̪.t̪o e.bɔŋ ʃe.kʰan t̪ʰe.ke lal ɟibʰ ber ho.je a.cʰe ,M UW K EY R SIL JH AA Y AA Y SIL AE K SIL D AO R OW N EY R SIL AO R T T OW SIL EY B AO NG SIL SH EY K AA N SIL T EY K EY SIL L AA L SIL JH IH B SIL B EY R SIL HH OW Y EY SIL AA EY
নাক অপরিণত - দেখে মনে হয় কুষ্ঠরোগে বসে গিয়েছে,nak ɔ.po.ri.nɔ.t̪o d̪e.kʰe mo.ne hɔj kuʃ.tʰo.ro.ge bɔ.ʃe gi.je.cʰe ,N AA K SIL AO P OW R IH N AO T OW SIL D EY K EY SIL M OW N EY SIL HH AO Y SIL K UW SH T OW R OW EY SIL B AO SH EY SIL IH Y EY EY
"তাদের মাথার পিছন থেকে একধরনের কো-এক্সিয়াল কেবল বের হয়ে এসেছে, সেটি একটা ছোট যন্ত্রের সাথে যুক্ত",t̪a.d̪er ma.t̪ʰar pi.cʰɔn t̪ʰe.ke æk.d̪ʰɔ.ro.ner ko æk.si.jal ke.bɔl ber ho.je e.ʃe.cʰe ʃe.ti æk.ta cʰo.to ɟɔn.t̪rer ʃa.t̪ʰe ɟuk.t̪o ,T AA D EY R SIL M AA T AA R SIL P IH AO N SIL T EY K EY SIL AE K D AO R OW N EY R SIL K OW SIL AE K S IH Y AA L SIL K EY B AO L SIL B EY R SIL HH OW Y EY SIL EY SH EY EY SIL SH EY T IH SIL AE K T AA SIL OW T OW SIL JH AO N T R EY R SIL SH AA T EY SIL JH UW K T OW
যন্ত্রটি তাদের মাথার পিছন থেকে ঝুলছে,ɟɔn.t̪ro.ti t̪a.d̪er ma.t̪ʰar pi.cʰɔn t̪ʰe.ke ɟʰul.cʰe ,JH AO N T R OW T IH SIL T AA D EY R SIL M AA T AA R SIL P IH AO N SIL T EY K EY SIL JH UW L EY
শিশুগুলো দরজায় শব্দ শুনে ঘুরে তাকাল এবং শরীফ আকন্দ তখন আবার শিউরে উঠল - প্রত্যেকটা শিশু হুবহু একই রকম,ʃi.ʃu.gu.lo d̪ɔr.ɟaj ʃɔb.d̪o ʃu.ne gʰu.re t̪a.ka.lo e.bɔŋ ʃo.ripʰ a.kɔn.d̪o t̪ɔ.kʰon a.bar ʃiu.re utʰ.lo prot̪.t̪ek.ta ʃi.ʃu hu.bo.hu æk.i rɔ.kom ,SH IH SH UW UW L OW SIL D AO R JH AA Y SIL SH AO B D OW SIL SH UW N EY SIL UW R EY SIL T AA K AA L OW SIL EY B AO NG SIL SH OW R IH P SIL AA K AO N D OW SIL T AO K OW N SIL AA B AA R SIL SH IH UW R EY SIL UW T L OW SIL P R OW T T EY K T AA SIL SH IH SH UW SIL HH UW B OW HH UW SIL AE K IH SIL R AO K OW M
এদেরকে একসাথে ক্লোন করা হয়েছে এবং একইভাবে বড় করা হয়েছে,e.d̪er.ke æk.ʃa.t̪ʰe klon kɔ.ra he.je.cʰe e.bɔŋ æk.i.bʰa.be bɔ.ɾo kɔ.ra he.je.cʰe ,EY D EY R K EY SIL AE K SH AA T EY SIL K L OW N SIL K AO R AA SIL HH EY Y EY EY SIL EY B AO NG SIL AE K IH B AA B EY SIL B AO DX OW SIL K AO R AA SIL HH EY Y EY EY
সরাসরি মস্তিষ্কে ইলেকট্রড বসিয়ে মস্তিষ্কের একই জায়গা একই সময়ে স্পন্দিত করা হয় - কাজেই তারা একই সাথে অনুরণিত হয়,ʃɔ.ra.ʃo.ri mos.t̪iʃ.ke i.lek.trɔd bo.ʃi.je mos.t̪iʃ.ker æk.i ɟaj.ga æk.i ʃɔ.mɔ.je spɔn.d̪i.t̪o kɔ.ra hɔj ka.ɟei t̪a.ra æk.i ʃa.t̪ʰe o.nu.ro.ni.t̪o hɔj ,SH AO R AA SH OW R IH SIL M OW S T IH SH K EY SIL IH L EY K T R AO D SIL B OW SH IH Y EY SIL M OW S T IH SH K EY R SIL AE K IH SIL JH AA Y AA SIL AE K IH SIL SH AO M AO Y EY SIL S P AO N D IH T OW SIL K AO R AA SIL HH AO Y SIL K AA JH EY IH SIL T AA R AA SIL AE K IH SIL SH AA T EY SIL OW N UW R OW N IH T OW SIL HH AO Y
শিশুগুলোর বয়স ছয় বৎসর কিন্তু দেখে সেটা অনুমান করার উপায় নেই - তাদেরকে মানুষ বলে মনে হয় না - কাজেই মানুষের বয়সের কোনো কাঠামোতে তাদেরকে ফেলা যায় না,ʃi.ʃu.gu.lor bɔj.oʃ cʰɔj bɔt̪.ʃor kin.t̪u d̪e.kʰe ʃe.ta o.nu.man kɔ.rar u.paj nei t̪a.d̪er.ke ma.nuʃ bo.le mo.ne hɔj na ka.ɟei ma.nu.ʃer bɔ.jo.ʃer ko.no ka.tʰa.mo.t̪e t̪a.d̪er.ke pʰæ.la ɟaj na ,SH IH SH UW UW L OW R SIL B AO Y OW SH SIL AO Y SIL B AO T SH OW R SIL K IH N T UW SIL D EY K EY SIL SH EY T AA SIL OW N UW M AA N SIL K AO R AA R SIL UW P AA Y SIL N EY IH SIL T AA D EY R K EY SIL M AA N UW SH SIL B OW L EY SIL M OW N EY SIL HH AO Y SIL N AA SIL K AA JH EY IH SIL M AA N UW SH EY R SIL B AO Y OW SH EY R SIL K OW N OW SIL K AA T AA M OW T EY SIL T AA D EY R K EY SIL P AE L AA SIL JH AA Y SIL N AA
শরীফ আকন্দ বা নজীবউল্লাহ শিশুগুলোকে কোনোরকম সম্ভাষণ করল না – এদেরকে সামাজিক কোনো ব্যাপার শেখানো হয় নি - নিজেদের কাজ শেষ করা ছাড়া আর কিছুই তারা জানে না,ʃo.ripʰ a.kɔn.d̪o ba no.ɟib.ul.lah ʃi.ʃu.gu.lo.ke ko.no.rɔ.kom ʃɔm.bʰa.ʃon kor.lo na e.d̪er.ke ʃa.ma.ɟik ko.no bæ.par ʃe.kʰa.no hɔj ni ni.ɟe.d̪er kaɟ ʃeʃ kɔ.ra cʰa.ɾa ar ki.cʰui t̪a.ra ɟa.ne na ,SH OW R IH P SIL AA K AO N D OW SIL B AA SIL N OW JH IH B UW L L AA HH SIL SH IH SH UW UW L OW K EY SIL K OW N OW R AO K OW M SIL SH AO M B AA SH OW N SIL K OW R L OW SIL N AA SIL EY D EY R K EY SIL SH AA M AA JH IH K SIL K OW N OW SIL B AE P AA R SIL SH EY K AA N OW SIL HH AO Y SIL N IH SIL N IH JH EY D EY R SIL K AA JH SIL SH EY SH SIL K AO R AA SIL AA DX AA SIL AA R SIL K IH UW IH SIL T AA R AA SIL JH AA N EY SIL N AA
"নজীবউল্লাহ এক পা এগিয়ে এসে বলল, তেতাল্লিশ বি-এর সমাধান কি শেষ হয়েছে""",no.ɟib.ul.lah æk pa e.gi.je e.ʃe bol.lo t̪e.t̪al.liʃ bi er ʃɔ.ma.d̪ʰan ki ʃeʃ he.je.cʰe ,N OW JH IH B UW L L AA HH SIL AE K SIL P AA SIL EY IH Y EY SIL EY SH EY SIL B OW L L OW SIL T EY T AA L L IH SH SIL B IH SIL EY R SIL SH AO M AA D AA N SIL K IH SIL SH EY SH SIL HH EY Y EY EY
"হ্যাঁ""",hã ,HH AA
"""শেষ হয়েছে""",ʃeʃ he.je.cʰe ,SH EY SH SIL HH EY Y EY EY
"""নেটওয়ার্কে আপলোড করেছি""",net.o.jar.ke ap.lod ko.re.cʰi ,N EY T OW Y AA R K EY SIL AA P L OW D SIL K OW R EY IH
"চুয়াত্তর এক্স টু""",cu.at̪.t̪or æks tu ,UW AA T T OW R SIL AE K S SIL T UW
"কাজ করছি""",kaɟ kor.cʰi ,K AA JH SIL K OW R IH
"""ডাটা অনেক বেশি""",da.ta ɔ.nek be.ʃi ,D AA T AA SIL AO N EY K SIL B EY SH IH
"""নিউরন ওভারলোড হয়ে যায়""",niu.ron o.bʰar.lod ho.je ɟaj ,N IH UW R OW N SIL OW B AA R L OW D SIL HH OW Y EY SIL JH AA Y
"কখন শেষ হবে""",kɔ.kʰon ʃeʃ hɔ.be ,K AO K OW N SIL SH EY SH SIL HH AO B EY
"দুই ঘণ্টা পর""",d̪ui gʰɔn.ta pɔr ,D UW IH SIL AO N T AA SIL P AO R
দুই ঘণ্টা সাত মিনিট,d̪ui gʰɔn.ta ʃat̪ mi.nit ,D UW IH SIL AO N T AA SIL SH AA T SIL M IH N IH T
শরীফ আকন্দ একধরনের বিস্ময় নিয়ে এই বারোটি বিকলাঙ্গ শিশুর দিকে তাকিয়ে রইল,ʃo.ripʰ a.kɔn.d̪o æk.d̪ʰɔ.ro.ner biʃ.ʃɔ̃j ni.je ei ba.ro.ti bi.kɔ.laŋ.go ʃi.ʃur d̪i.ke t̪a.ki.je roi.lo ,SH OW R IH P SIL AA K AO N D OW SIL AE K D AO R OW N EY R SIL B IH SH SH AO Y SIL N IH Y EY SIL EY IH SIL B AA R OW T IH SIL B IH K AO L AA NG OW SIL SH IH SH UW R SIL D IH K EY SIL T AA K IH Y EY SIL R OW IH L OW
এরা বারোজন মিলে আসলে একটি প্রাণী,e.ra ba.ro.ɟon mi.le a.ʃo.le ek.ti pra.ni ,EY R AA SIL B AA R OW JH OW N SIL M IH L EY SIL AA SH OW L EY SIL EY K T IH SIL P R AA N IH
কথা বলার সময় কে বলছে বোঝা যায় না,kɔ.t̪ʰa bɔ.lar ʃo.mɔj ke bol.cʰe bo.ɟʰa ɟaj na ,K AO T AA SIL B AO L AA R SIL SH OW M AO Y SIL K EY SIL B OW L EY SIL B OW JH AA SIL JH AA Y SIL N AA
একেকজন একেকটা শব্দ বলে বাক্য শেষ করে কিন্তু তার মাঝে বিন্দুমাত্র অসঙ্গতি নেই,æ.kek.ɟɔn æ.kek.ta ʃɔb.d̪o bo.le bak.ko ʃeʃ ko.re kin.t̪u t̪ar ma.ɟʰe bin.d̪u.mat̪.t̪ro ɔ.ʃɔŋ.go.t̪i nei ,AE K EY K JH AO N SIL AE K EY K T AA SIL SH AO B D OW SIL B OW L EY SIL B AA K K OW SIL SH EY SH SIL K OW R EY SIL K IH N T UW SIL T AA R SIL M AA JH EY SIL B IH N D UW M AA T T R OW SIL AO SH AO NG OW T IH SIL N EY IH
"ঠোঁট নেই - কাজেই ঠোঁট না-নেড়ে সরাসরি ভোকাল কর্ড থেকে শব্দ বের করে কথা বলে, তাই একধরনের যান্ত্রিক উচ্চারণ হতে থাকে",tʰõt nei ka.ɟei tʰõt na ne.ɾe ʃɔ.ra.ʃo.ri bʰo.kal kɔrd t̪ʰe.ke ʃɔb.d̪o ber ko.re kɔ.t̪ʰa bo.le t̪ai æk.d̪ʰɔ.ro.ner ɟan.t̪rik uc.ca.ron ho.t̪e t̪ʰa.ke ,T OW T SIL N EY IH SIL K AA JH EY IH SIL T OW T SIL N AA SIL N EY DX EY SIL SH AO R AA SH OW R IH SIL B OW K AA L SIL K AO R D SIL T EY K EY SIL SH AO B D OW SIL B EY R SIL K OW R EY SIL K AO T AA SIL B OW L EY SIL T AA IH SIL AE K D AO R OW N EY R SIL JH AA N T R IH K SIL UW AA R OW N SIL HH OW T EY SIL T AA K EY
"আমি তোমাদের জন্যে একটা নতুন সমস্যা এনেছি""",a.mi t̪o.ma.d̪er ɟon.ne æk.ta no.t̪un ʃɔ.moʃ.ʃa e.ne.cʰi ,AA M IH SIL T OW M AA D EY R SIL JH OW N N EY SIL AE K T AA SIL N OW T UW N SIL SH AO M OW SH SH AA SIL EY N EY IH
"প্রায়োরিটি কত""",pra.jo.ri.ti kɔ.t̪o ,P R AA Y OW R IH T IH SIL K AO T OW
"অন্য প্রায়োরিটি ওভার রাইড করতে হবে""",on.no pra.jo.ri.ti o.bʰar ra.id kor.t̪e hɔ.be ,OW N N OW SIL P R AA Y OW R IH T IH SIL OW B AA R SIL R AA IH D SIL K OW R T EY SIL HH AO B EY
"ওভার রাইড কোড কত""",o.bʰar ra.id kod kɔ.t̪o ,OW B AA R SIL R AA IH D SIL K OW D SIL K AO T OW
নজীবউল্লাহ পকেট থেকে একটা কাগজ বের করে কোডগুলো পড়ে শোনাল,no.ɟib.ul.lah pɔ.ket t̪ʰe.ke æk.ta ka.goɟ ber ko.re kod.gu.lo pɔ.ɾe ʃo.na.lo ,N OW JH IH B UW L L AA HH SIL P AO K EY T SIL T EY K EY SIL AE K T AA SIL K AA OW JH SIL B EY R SIL K OW R EY SIL K OW D UW L OW SIL P AO DX EY SIL SH OW N AA L OW
